Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
57,206.32,334.0,94.0,10559.25,12106.0,58.94,120,0,1487829.8728298813,624
