Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
44,209.85,327.0,99.0,10552.79,12196.0,60.34,105,0,1454333.5145330655,600
