Lap,Sector,Sector_Average_Speed,Sector_Average_RPM,Telemetry_Points
40,Sector_2,176.84,10410.7,312
40,Sector_3,248.26,11195.6,74
40,Sector_1,224.43,10781.03,229
20,Sector_3,239.66,10674.86,63
20,Sector_1,225.87,10651.53,233
20,Sector_2,176.72,10237.69,295
