Lap,Sector,Sector_Average_Speed,Sector_Average_RPM,Telemetry_Points
11,Sector_1,222.54,10531.42,248
11,Sector_2,177.53,10336.5,311
11,Sector_3,153.39,10191.39,113
33,Sector_1,227.77,10812.1,250
33,Sector_2,176.59,10485.91,299
33,Sector_3,250.66,11218.17,74
