Lap,Sector,Sector_Average_Speed,Sector_Average_RPM,Telemetry_Points
27,Sector_2,176.22,10455.51,296
27,Sector_1,224.71,10866.3,244
27,Sector_3,163.44,10480.73,105
26,Sector_1,222.94,10769.69,236
26,Sector_2,173.34,10285.36,299
26,Sector_3,240.01,11132.37,70
