Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
18,202.53,331.0,93.0,10528.91,12335.0,60.81,119,0,1482629.3458891907,616,NORMAL
