Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
63,162.64,331.0,60.0,9351.0,11933.0,35.93,134,0,1852171.3234877675,763,DEGRADED
