Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
21,204.5,331.0,91.0,10454.85,12547.0,60.11,129,0,1513875.168150017,624,NORMAL
