Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
53,206.01,330.0,94.0,10498.44,12025.0,58.78,116,0,1519254.7080646392,627,NORMAL
