Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
58,206.23,333.0,95.0,10555.18,12234.0,59.32,117,0,1485369.8965890652,619,NORMAL
