Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points,Performance_Status
14,201.47,326.0,91.0,10608.54,12011.0,62.58,125,0,1435192.215471562,601,NORMAL
