Total_Laps,Average_Speed,Maximum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Total_Distance,Total_Telemetry_Points
65,198.98,347.0,10460.54,12753.0,58.58,9.80382281765467E7,41154
