Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
45,210.75,328.0,96.0,10735.24,12125.0,61.43,106,0,1450717.7538379917,608
