Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
65,178.03,304.0,98.0,10005.43,12119.0,44.65,132,0,1564150.9703480592,702
