Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
47,209.51,329.0,96.0,10494.02,11972.0,59.62,103,0,1439714.3641376607,604
