Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
62,205.47,332.0,93.0,10620.37,11938.0,59.82,125,0,1507657.7197153647,616
