Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
36,208.46,329.0,96.0,10717.22,12284.0,62.59,119,0,1471977.4820760002,608
