Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
1,191.73,305.0,0.0,10509.13,12318.0,63.72,129,0,1431693.940804823,651
