Lap,Average_Speed,Maximum_Speed,Minimum_Speed,Average_RPM,Maximum_RPM,Average_Throttle,Brake_Events,DRS_Activations,Lap_Distance,Telemetry_Points
35,204.73,334.0,95.0,10739.0,12314.0,63.41,120,0,1526506.0357023263,631
