Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Lap,processed_time,Anomaly_Type
2026-06-14T14:13:51.351+05:30,0 days 02:04:04.586000,"",NaN,0 days 00:00:34.423000,8826.24,98.96,2,0.0,true,0,pos,2104.4160285764838,0.4525074965709276,OnTrack,-5140.0,-6147.0,1770.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:14:14.771+05:30,0 days 02:04:28.006000,"",NaN,0 days 00:00:57.843000,9805.25,137.4,3,0.0,true,0,pos,3436.616077469663,0.7389672558914744,OnTrack,1380.0,1904.0,1820.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:24.611+05:30,0 days 02:03:37.846000,"",NaN,0 days 00:00:07.683000,10399.1,299.18333333333334,8,1.0,true,0,pos,685.5285075117491,0.14740753945501114,OnTrack,-2274.0,-5968.0,1639.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:41.411+05:30,0 days 02:03:54.646000,"",NaN,0 days 00:00:24.483000,10687.514470908407,174.62655538630517,5,0.0,true,0,pos,1654.8801305342488,0.3558448780204234,OnTrack,-5063.0,-2963.0,1820.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:25.711+05:30,0 days 02:03:38.946000,"",NaN,0 days 00:00:08.783000,10281.6931944847,200.24439130085048,7,0.0,true,0,pos,757.2832329989518,0.1628367847926415,OnTrack,-2678.0,-6611.0,1631.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:58.151+05:30,0 days 02:04:11.386000,"",NaN,0 days 00:00:41.223000,10038.3,225.7,6,0.0,true,0,pos,2449.78560645382,0.5267714828525506,OnTrack,-2321.0,-4578.0,1653.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:50.691+05:30,0 days 02:04:03.926000,"",NaN,0 days 00:00:33.763000,9779.1858688,110.8678592,2,0.0,true,0,pos,2085.486405033358,0.44843710533449327,OnTrack,-5222.0,-5980.0,1781.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:26.359+05:30,0 days 02:03:39.594000,"",NaN,0 days 00:00:09.431000,9898.0,162.0,4,0.0,true,0,car,788.158611111111,0.1694758427856871,OnTrack,-2941.868550410135,-6879.423099331223,1624.6397143775027,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:14:21.671+05:30,0 days 02:04:34.906000,"",NaN,0 days 00:01:04.743000,10239.2,144.4,4,0.0,true,0,pos,3696.841084937722,0.7949228108176434,OnTrack,-426.0,2135.0,1884.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:42.011+05:30,0 days 02:03:55.246000,"",NaN,0 days 00:00:25.083000,9081.660585142858,150.3214262857143,4,0.0,true,0,pos,1680.9514559945933,0.3614509321732835,OnTrack,-4824.0,-2851.0,1823.0,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:14:22.119+05:30,0 days 02:04:35.354000,"",NaN,0 days 00:01:05.191000,9215.0,131.0,3,0.0,true,0,car,3713.3547222222214,0.798473698363365,OnTrack,-596.4452570992679,2122.4023833795472,1891.8031744047375,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:49.759+05:30,0 days 02:04:02.994000,"",NaN,0 days 00:00:32.831000,10242.0,137.0,3,0.0,true,0,car,2054.511944444444,0.44177674187574995,OnTrack,-5173.03111121322,-5679.308186966206,1794.9518164160916,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:13:40.478+05:30,0 days 02:03:53.713000,"",NaN,0 days 00:00:23.550000,9684.0,241.0,7,0.0,true,0,car,1603.6049999999996,0.34481931052838355,OnTrack,-5412.20703767336,-3368.1946758287313,1814.7726154352176,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:14:14.079+05:30,0 days 02:04:27.314000,"",NaN,0 days 00:00:57.151000,10230.0,169.0,6,0.0,true,0,car,3408.4625,0.7329134601175793,OnTrack,1151.612599514727,1745.248871736244,1822.4665944463597,51,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
