Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Lap,processed_time,Anomaly_Type
2026-06-14T13:47:22.890+05:30,0 days 01:37:36.125000,1,444.1733332800004,0 days 00:00:31.645000,10453.046904,199.6343792,5,0.0,true,0,pos,1997.0668251939464,0.42874285382107624,OnTrack,-4975.0,-5333.0,1808.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:23.790+05:30,0 days 01:37:37.025000,1,445.384722693914,0 days 00:00:32.545000,10189.155678824305,139.7085357319282,3,0.0,true,0,pos,2037.2526745907412,0.4373702044616501,OnTrack,-5189.0,-5718.0,1793.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:24.970+05:30,0 days 01:37:38.205000,1,450.5402773038123,0 days 00:00:33.725000,9464.066157621335,107.58086683103537,2,0.0,true,0,pos,2075.9399922818857,0.44567584090021695,OnTrack,-5171.0,-6108.0,1773.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:33.110+05:30,0 days 01:37:46.345000,1,464.10361328000204,0 days 00:00:41.865000,11153.6311856,169.8874912,6,1.2624992,true,0,pos,2494.7289676810005,0.5355840894356576,OnTrack,-2081.0,-4012.0,1664.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:22.670+05:30,0 days 01:37:35.905000,1,443.88750032000064,0 days 00:00:31.425000,10707.32967168,209.0749952,5,0.0,false,0,pos,1984.866365773945,0.4261235825359746,OnTrack,-4903.0,-5230.0,1811.0,32,2026-07-14T15:14:26.335+05:30,THROTTLE_DROP
2026-06-14T13:47:23.673+05:30,0 days 01:37:36.908000,1,445.0272222222227,0 days 00:00:32.428000,10265.0,145.0,3,0.0,true,0,car,2032.7908333333328,0.4364123083462749,OnTrack,-5165.343116516685,-5659.897200212348,1796.4229854322375,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:00.550+05:30,0 days 01:37:13.785000,1,537.3050040183989,0 days 00:00:09.305000,10712.937340638378,150.66583120851172,3,0.0,true,0,pos,786.9904541062649,0.16895605543429743,OnTrack,-2954.0,-6887.0,1624.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:47.073+05:30,0 days 01:38:00.308000,1,331.4827777777796,0 days 00:00:55.828000,9721.0,264.0,8,0.0,true,0,car,3353.5077777777783,0.7199521201880603,OnTrack,642.1704466649214,1534.0030247686743,1827.9709543447343,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:24.690+05:30,0 days 01:37:37.925000,1,449.0911107911117,0 days 00:00:33.445000,9878.1626368,112.57500160000001,2,0.0,true,0,pos,2067.6609840141596,0.44389845138739065,OnTrack,-5219.0,-5995.0,1781.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:46:59.872+05:30,0 days 01:37:13.107000,1,522.2541666666667,0 days 00:00:08.627000,10888.0,185.0,6,0.0,true,0,car,757.32,0.16258621592406877,OnTrack,-2731.547266436419,-6676.366468064955,1629.6726229504886,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:15.151+05:30,0 days 01:37:28.386000,1,458.79388566562733,0 days 00:00:23.906000,9849.280874323913,199.61681497656124,7,0.0,true,0,pos,1621.2776552102887,0.34806607368468795,OnTrack,-5225.0,-3119.0,1818.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:48.790+05:30,0 days 01:38:02.025000,1,309.0244434844467,0 days 00:00:57.545000,10236.560375466666,135.6124928,3,0.0,true,0,pos,3434.3490357582896,0.7373076293857479,OnTrack,1373.0,1897.0,1820.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:23.350+05:30,0 days 01:37:36.585000,1,444.49166666666736,0 days 00:00:32.105000,10608.9628544,167.0999936,5,0.0,true,0,pos,2019.4363136867696,0.43354527616064886,OnTrack,-5100.0,-5530.0,1801.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:00.313+05:30,0 days 01:37:13.548000,1,531.3191666666667,0 days 00:00:09.068000,9956.0,161.0,4,0.0,true,0,car,777.0425,0.166820366142685,OnTrack,-2876.0850554225644,-6825.878422562289,1626.3557909214958,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:16.290+05:30,0 days 01:37:29.525000,1,435.1125009955554,0 days 00:00:25.045000,9864.941441422223,150.0833351111111,4,0.0,true,0,pos,1673.5541885988998,0.35928912833170973,OnTrack,-4728.0,-2839.0,1825.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:25.232+05:30,0 days 01:37:38.467000,1,451.92305555555595,0 days 00:00:33.987000,9177.0,104.0,2,0.0,true,0,car,2083.4236111111104,0.44728247121086734,OnTrack,-5122.960194297061,-6167.653545547295,1768.8963718749944,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:49.513+05:30,0 days 01:38:02.748000,1,307.03166666666857,0 days 00:00:58.268000,9859.0,112.0,2,0.0,true,0,car,3457.6247222222223,0.7423045999994989,OnTrack,1462.5625567696095,2153.001119743451,1817.0863611513491,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:16.090+05:30,0 days 01:37:29.325000,1,438.30666789333327,0 days 00:00:24.845000,9296.79765248,155.8625024,4,0.0,true,0,pos,1665.4018345855109,0.35753892974998697,OnTrack,-4866.0,-2862.0,1823.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:55.610+05:30,0 days 01:38:08.845000,1,373.6591650133349,0 days 00:01:04.365000,10990.36764544,164.06500352,3,0.95750016,true,0,pos,3690.931019597846,0.7923922618089825,OnTrack,-391.0,2142.0,1882.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:39.670+05:30,0 days 01:37:52.905000,1,586.648885016546,0 days 00:00:48.425000,11392.025510684214,226.20560233382724,6,6.669779074348476,true,0,pos,2825.9666069366895,0.6066962670332443,OnTrack,-3506.0,-1313.0,1842.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:56.330+05:30,0 days 01:38:09.565000,1,393.49972024889007,0 days 00:01:05.085000,9505.64505856,132.5750016,3,0.0,true,0,pos,3718.657686954251,0.7983447969667273,OnTrack,-708.0,2137.0,1898.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:22.593+05:30,0 days 01:37:35.828000,1,443.7591666666674,0 days 00:00:31.348000,10839.0,211.0,5,0.0,false,0,car,1980.3980555555552,0.42516429762341074,OnTrack,-4876.919008911467,-5194.022860536538,1812.1065392220455,32,2026-07-14T15:14:26.335+05:30,THROTTLE_DROP
2026-06-14T13:47:23.130+05:30,0 days 01:37:36.365000,1,444.37333327429815,0 days 00:00:31.885000,10356.383629531118,183.50315089181348,5,0.0,true,0,pos,2009.1108347863192,0.4313285374741913,OnTrack,-5046.0,-5439.0,1805.0,32,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:47:25.432+05:30,0 days 01:37:38.667000,1,453.2008333333338,0 days 00:00:34.187000,8942.0,100.0,2,0.0,false,0,car,2088.979166666666,0.44847517278369486,OnTrack,-5089.1703960719215,-6190.1032363960485,1767.3405522353225,32,2026-07-14T15:14:26.335+05:30,THROTTLE_DROP
2026-06-14T14:26:00.882+05:30,0 days 02:16:14.117000,"",NaN,0 days 00:00:33.777000,9682.0,110.0,2,0.0,true,0,car,2084.820833333334,0.4463672715801979,OnTrack,-5223.3783511814845,-5970.5631025138455,1782.257235152162,60,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T14:26:31.991+05:30,0 days 02:16:45.226000,"",NaN,0 days 00:01:04.886000,10193.055915630106,143.28971765848664,3,0.0,true,0,pos,3710.61615219518,0.7944556104078205,OnTrack,-454.0,2131.0,1885.0,60,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
