Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Lap,processed_time,Anomaly_Type
2026-06-14T13:49:56.433+05:30,0 days 01:40:09.668000,1,255.63999999999942,0 days 00:00:23.256000,10213.0,272.0,7,6.0,true,0,car,1582.5977777777782,0.3400780871804392,OnTrack,-5538.97512838199,-3553.033899030195,1812.1277838413855,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:04.670+05:30,0 days 01:40:17.905000,1,189.6599955231331,0 days 00:00:31.493000,11488.163302173261,221.27043893516924,5,0.0,false,0,pos,1989.316916306789,0.42747633112644057,OnTrack,-4910.0,-5240.0,1811.0,34,2026-07-14T15:14:26.335+05:30,THROTTLE_DROP
2026-06-14T13:50:29.110+05:30,0 days 01:40:42.345000,1,156.6483252373592,0 days 00:00:55.933000,9085.149713909837,258.5056739855054,8,0.19589886893501698,true,0,pos,3358.863723627005,0.7217727500128166,OnTrack,576.0,1505.0,1829.0,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:15.473+05:30,0 days 01:40:28.708000,1,229.7269444444455,0 days 00:00:42.296000,10724.0,150.0,6,0.0,true,0,car,2512.498611111111,0.5399007465497367,OnTrack,-2095.0893278023236,-4120.782738135535,1661.967388507415,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:49:42.233+05:30,0 days 01:39:55.468000,1,277.2897222222216,0 days 00:00:09.056000,10379.0,174.0,6,0.0,true,0,car,776.7513888888889,0.16691298967890658,OnTrack,-2836.863679800787,-6790.4663075031895,1626.7420474749547,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:49:57.553+05:30,0 days 01:40:10.788000,1,251.72305555555522,0 days 00:00:24.376000,10554.0,179.0,5,0.0,true,0,car,1648.1575000000005,0.3541659528671462,OnTrack,-5079.865541831949,-2977.950032341419,1819.69069414952,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:06.571+05:30,0 days 01:40:19.806000,1,210.18139350224587,0 days 00:00:33.394000,10464.53585085859,118.69825128351142,2,0.0,true,0,pos,2070.7003658165427,0.44496449408613187,OnTrack,-5224.0,-5862.0,1788.0,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:29.314+05:30,0 days 01:40:42.549000,1,148.40777777777794,0 days 00:00:56.137000,9223.0,254.0,8,0.0,true,0,car,3373.2402777777784,0.7248620700564136,OnTrack,710.3159000072702,1561.3620652610434,1826.795366178529,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:49:40.650+05:30,0 days 01:39:53.885000,1,292.8558355534294,0 days 00:00:07.473000,10899.264201554031,316.01258102638246,8,4.144654432340355,true,0,pos,675.6691543857372,0.14519183384231388,OnTrack,-2230.0,-5889.0,1640.0,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:38.591+05:30,0 days 01:40:51.826000,1,143.4683360436552,0 days 00:01:05.414000,9054.092274811052,128.48042373931358,3,1.7402118696567959,true,0,pos,3736.6153068479803,0.8029462722147478,OnTrack,-706.0,2136.0,1898.0,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
2026-06-14T13:50:30.370+05:30,0 days 01:40:43.605000,1,131.34805555555582,0 days 00:00:57.193000,10826.9,154.9,6,0.0,true,0,pos,3427.184006560265,0.7364538215155163,OnTrack,1227.0,1784.0,1821.0,34,2026-07-14T15:14:26.335+05:30,BRAKING_EVENT
